name,link,description,rating value,review count,reviews
Juicy Watermelon,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/juicy-watermelon/ORCL_1082297.html,"This is a Fruity fragrance. The ultimate summer refresher…the sweet, cooling scent of juicy watermelon. -Fragrance Notes: -Top: Watery Accents, Sliced Watermelon -Mid: Ripe Kiwi, Fresh Strawberry, Freesia -Base: Sheer Musk -Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,1406,"[{""datePublished"": ""2025-03-11T19:30:22.000+00:00"", ""reviewBody"": ""One of my favorite sents ever! Makes my whole room smell like watermelon. Such a great summer sent!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-11T13:01:04.000+00:00"", ""reviewBody"": ""I love the light watermelon scent of this candle it is not too overpowering"", ""ratingValue"": 4}, {""datePublished"": ""2025-03-10T18:00:31.000+00:00"", ""reviewBody"": ""My son started a tradition with candles this was the first one he got me for my birthday get them every year and i purchase when out"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:30:26.000+00:00"", ""reviewBody"": ""I've been getting this one for over 15 years, love it"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T13:47:24.000+00:00"", ""reviewBody"": ""This is my absolute favorite scent. Always makes me hapoy"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T07:30:17.000+00:00"", ""reviewBody"": ""Summer in a candle.   Great throw, fills the whole room with yummy summer."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T11:46:35.000+00:00"", ""reviewBody"": ""Sweet and fruity. I love it\u2026smells like a summertime sunny day picinic"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T04:00:19.000+00:00"", ""reviewBody"": ""This is one of my favorite purchases ever from Yankee Candle!  The watermelon scent is pleasant and makes me feel like a warm summer day (even though we are currently in the middle of winter).  This is a candle that I would buy again and again."", ""ratingValue"": 5}]"
Cotton Candy - Returning Favorite,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/cotton-candy---returning-favorite/ORCL_1731730.html,"This is a Sweet & Spicy fragrance. The scent of this boardwalk favorite is perfectly captured in all its pure, sticky sweet delight. Top notes: Ozone, Fresh Apple, Elemi. Middle notes: Granulated Sugar, Candy Floss. Base notes: Vanilla, Rock Sugar Crystals Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.5,528,"[{""datePublished"": ""2025-03-08T22:44:22.000+00:00"", ""reviewBody"": ""This is my favorite jump into spring candle since last year.  I highly recommend this candle.  Signals the end of winter."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T16:38:33.000+00:00"", ""reviewBody"": ""I love this scent so much, but I wish it had a better throw. If the scent thoroughly filled a room, it would be my favorite candle! However, as it goes with some of the jars, my candle does tunnel even with the illumalid. Wrapping it in some tin foil does the trick, but it visually diminishes the aesthetic of the candle"", ""ratingValue"": 3}, {""datePublished"": ""2025-03-08T22:44:36.000+00:00"", ""reviewBody"": ""I bought this for my daughter for Valentine\u2019s Day  (who lives with me so I get to smell it too!) as she loves cotton candy scented things. She was soo happy and I can\u2019t wait for her to start burning it."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T22:44:50.000+00:00"", ""reviewBody"": ""Absolutely my favorite scent from Yankee candle! Smells exactly like cotton candy."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-12T16:15:29.000+00:00"", ""reviewBody"": ""Smells great. Burns for hours with amazing smell light it every chance i get"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-13T20:14:15.000+00:00"", ""reviewBody"": ""You can barely smell it on cold and you can barely smell it while burning. The scent is okay... Not completely mind-blowing as far as nostalgia.  But it's so light I can barely smell it to even determine what I detect. I was excited about this one but it is, sadly, not a repurchase."", ""ratingValue"": 3}, {""datePublished"": ""2025-03-02T03:07:56.000+00:00"", ""reviewBody"": ""Brings me back to the parade route.  Smells just like the fluffy bags we would buy during Mardi Gras."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-23T19:00:18.000+00:00"", ""reviewBody"": ""This one just transports you to the boardwalk/better times. It smells divine"", ""ratingValue"": 5}]"
Jelly Beans,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/jelly-beans/ORCL_1328759.html,"This is a Sweet & Spicy fragrance. A perfect match to your favorite sweet! A handful of grape jelly beans, coated with sugar and ready to enjoy, with a few lemon and raspberry added in the mix. Top notes: Juicy Grape, Orange, Mixed Blackberries, Lemon. Middle notes: Grape Jelly Beans, Red Raspberry Jam. Base notes: Sugar Crystals. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,117,"[{""datePublished"": ""2025-03-07T22:30:26.000+00:00"", ""reviewBody"": ""this is one of my favorites, makes me smile inside"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T14:46:58.000+00:00"", ""reviewBody"": ""I love changing my candles with the seasons and Jelly Beans is always a hit with family and guests!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T07:15:10.000+00:00"", ""reviewBody"": ""Sweet and fills a large room nicely love the holiday theme"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T17:17:17.000+00:00"", ""reviewBody"": ""This candle smells like candy when you\u2019re burning it. I absolutely love it because it gets through the whole house and makes you want to eat candy or Cotton candy or something because the smell is just amazing!"", ""ratingValue"": 4}, {""datePublished"": ""2025-03-04T12:48:54.000+00:00"", ""reviewBody"": ""Best candles !!!!  Santa Cookies and Buttercream.  My faves"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T05:19:42.000+00:00"", ""reviewBody"": ""I bought this a while back and loved it! It smelled great. My granddaughter loved it. She said grandma it smells like grapes."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T05:19:56.000+00:00"", ""reviewBody"": ""I love the smell of it and it fills my entire house with joy."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T05:20:09.000+00:00"", ""reviewBody"": ""Smells great. Burns for hours with amazing smell light it every chance i get"", ""ratingValue"": 5}]"
Sparkling Winterberry,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/sparkling-winterberry/ORCL_1742550W.html,"This is a Fresh & Clean fragrance. A sparkling holiday wreath with notes of tart pomegranate, fir balsam, and snow-covered cedar welcomes you in. Top notes: Apple, Pomegranate, Pink Pineapple, Winterberry. Middle notes: Juniper berries, Fir Balsam, Spearmint. Base notes: Snow-covered Cedar, White Moss, Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,60,"[{""datePublished"": ""2025-03-11T20:15:24.000+00:00"", ""reviewBody"": ""Nice crisp scent without being too 'Christmas-y'.  Long Burn quality as well."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T23:15:15.000+00:00"", ""reviewBody"": ""I bought this on the recommendation from a friend and I'm so happy I did. This scent is amazing! I would burn this all year round"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:36:11.000+00:00"", ""reviewBody"": ""Reminds me of going up north in Michigan to the cabin smells so good!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-25T18:25:09.000+00:00"", ""reviewBody"": ""Wonderful aroma and inviting. Will purchase again."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:36:14.000+00:00"", ""reviewBody"": ""Love it. Gives a warm smell of fall and winter is close."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:36:20.000+00:00"", ""reviewBody"": ""This candle has a lovely holiday scent and beautiful red color. Burns evenly."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:36:28.000+00:00"", ""reviewBody"": ""Love this candle!  Smells like the Holidays with its notes of cranberry, pine and other spiciness!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-25T18:25:38.000+00:00"", ""reviewBody"": ""I gave this as a gift to my granddaughter and she loved it!"", ""ratingValue"": 5}]"
Honey Clementine,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/honey-clementine/ORCL_1510077.html,"This is a Citrus fragrance. Refreshing orange takes a syrupy sweet turn in this honey-dipped citrus delight. Top notes: Orange Peel. Middle notes: Clementine. Base notes: Honey Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.6,1131,"[{""datePublished"": ""2025-03-10T11:17:29.000+00:00"", ""reviewBody"": ""Great candle! Outstanding scent.  I hope to buy more of these!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T06:00:09.000+00:00"", ""reviewBody"": ""Tried this as something new but doubt I would purchase again. Has a nice light scent but was hoping for more of a orange citrus smell to it."", ""ratingValue"": 4}, {""datePublished"": ""2025-02-27T13:55:12.000+00:00"", ""reviewBody"": ""This candle was nice just thought it would be a little more fruity."", ""ratingValue"": 3}, {""datePublished"": ""2025-02-26T16:30:30.000+00:00"", ""reviewBody"": ""I love the smell. But it is light and doesn't project to the whole room that much"", ""ratingValue"": 4}, {""datePublished"": ""2025-02-24T17:13:37.000+00:00"", ""reviewBody"": ""Not it\u2026. No scent. I was always a huge Yankee fan, I don\u2019t know what changed but the candles I have ordered really have no scent!"", ""ratingValue"": 1}, {""datePublished"": ""2025-02-13T18:00:22.000+00:00"", ""reviewBody"": ""Great smell and was reasonable priced and was easy to order"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-26T01:00:14.000+00:00"", ""reviewBody"": ""If you love the smell of oranges you\u2019ll love this."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-21T19:00:22.000+00:00"", ""reviewBody"": ""My favorite scent! It smells like sweet and fresh clementines, feels like I\u2019m in a fruit garden, perfectly for summer but also warm the night in a cozy winter. The jar makes with great, thick quality glass. Very durable, and easy to move around, you can put it anywhere you want. Easy to clean and also affordable for value. One minus thing for me is when the candle gets low, it\u2019s kinda hard for the lighter to reach a the way down."", ""ratingValue"": 4}]"
Café Al Fresco,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/caf%25C3%25A9-al-fresco/ORCL_1521681.html,"This is a Sweet & Spicy fragrance. Notes of coffee, cinnamon, and caramel recreate the scents of a busy outdoor café, with hints of milk and crystalized sugar adding sweetness to the warm scene. Top notes: Cinnamon Sprinkle, Coffee. Middle notes: Cappuccino, Frothy Milk. Base notes: Crystallized Sugar, Caramel Drizzle. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.6,1271,"[{""datePublished"": ""2025-03-10T23:45:16.000+00:00"", ""reviewBody"": ""I was skeptical about this scent. But I tried it and I love it! Makes the house smell like a delicious coffee beverage was just made. I\u2019m definitely buying more of the Cafe el fresco."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T14:02:01.000+00:00"", ""reviewBody"": ""I wanted something g that smelled like a coffee shop, and this worked!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T17:00:22.000+00:00"", ""reviewBody"": ""Cafe Al Fresco...makes you feel like you're in a cafe sipping with a friend"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-27T15:33:26.000+00:00"", ""reviewBody"": ""Had to reorder! ha'd this before and loved the coffee scent-everyone who visits raves about it"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-26T01:15:21.000+00:00"", ""reviewBody"": ""Love this scent! Have it on my coffee station in my kitchen...so delightful!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-23T13:17:12.000+00:00"", ""reviewBody"": ""This candle has a strong fragrance. Perfect for crafting the vibe of your favorite corner coffee shop right in your home."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-19T16:00:26.000+00:00"", ""reviewBody"": ""Smell is delicious, always need this one in the house"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-12T20:48:06.000+00:00"", ""reviewBody"": ""This candle has a nice coffee fragrance. I like this fragrance in my kitchen."", ""ratingValue"": 4}]"
Salted Caramel,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/salted-caramel/ORCL_1273492W.html,"This is a Sweet & Spicy fragrance. The delightfully rich, sweet fragrance of gourmet candy shop confections. Notes of toasted sugar, coarse sea salt, and smooth vanilla caramel swirl together in a mouthwatering concoction. Top notes: Dark Plum, Date, Mandarin, Burnt Sugar. Middle notes: Almond Blossom, Pistachio, Sea Salt, Brown Butter. Base notes: Caramel, Vanilla Bean, Balsam, Dark Chocolate. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.8,397,"[{""datePublished"": ""2025-03-11T11:02:13.000+00:00"", ""reviewBody"": ""Pretty good, well they all are; sometimes this takes on a bit of burning scent to the caramel"", ""ratingValue"": 4}, {""datePublished"": ""2025-03-10T15:19:07.000+00:00"", ""reviewBody"": ""I am really unhappy with Yankee Candles. All the bakery scents barely throw a fragrance. Back in the day they were very strong. Now I only get a couple because at least they do last a long time. Now I am shopping with Goose Creek and Bath and Body to get my majority of my candles for the month."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-09T23:00:22.000+00:00"", ""reviewBody"": ""I burn this candle with the New England Maple candle and it's an unbelievable wonderful scent!  Smells like a warm Sunday morning breakfast thru out the day everyday!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T16:45:32.000+00:00"", ""reviewBody"": ""One of my fav gourmand candles of all time. My 6000sf home smells like a bakery in every part of the home. The throw is amazing. Scent is so true to the name. I burn it with French vanilla & it\u2019s otherworldly!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-05T21:15:25.000+00:00"", ""reviewBody"": ""I LOVE the smell of the salted caramel candles!! You don\u2019t even have to light it to enjoy the delicious fragrance!!  All the yummy indulgence without any calories \ud83d\ude42"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-01T01:15:14.000+00:00"", ""reviewBody"": ""Fun scent! I burn this candle year-round in my kitchen."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-22T14:17:29.000+00:00"", ""reviewBody"": ""I love the warm comforting scent. It fills the whole room."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-12T16:15:29.000+00:00"", ""reviewBody"": ""Smells great. Burns for hours with amazing smell light it every chance i get"", ""ratingValue"": 5}]"
Pumpkin Cinnamon Swirl,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/pumpkin-cinnamon-swirl/ORCL_2642962W.html,"This is a Sweet & Spicy fragrance. The scents of vanilla, brown sugar, toasted nuts, and fall spices blend to create a sweet autumn delight. Top notes: Cinnamon, Caramel, Clove Bud. Middle notes: Nutmeg, Pumpkin Dough, Toasted Pecans. Base notes: Vanilla, Brown Sugar, Warm Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.8,49,"[{""datePublished"": ""2025-03-10T06:15:16.000+00:00"", ""reviewBody"": ""Baked good deliciousness with a lovely flavor of fall!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T20:15:22.000+00:00"", ""reviewBody"": ""Basic candle. Not amazing but also not gross. I bought because it was on sale."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-16T00:30:25.000+00:00"", ""reviewBody"": ""My salon smells like Thanksgiving and fall everyday. It is absolutely delicious."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-15T20:00:18.000+00:00"", ""reviewBody"": ""This one reminds a lot of Sugared Cinnamon Apple, but with Pumpkin instead of apples."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-13T06:15:10.000+00:00"", ""reviewBody"": ""Best fragrance ever!  My new absolute favorite during autumn"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-07T01:30:19.000+00:00"", ""reviewBody"": ""We love the smell of this candle. It smells like something baking in the oven but not overwhelming."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-07T16:24:34.000+00:00"", ""reviewBody"": ""Smells nice, but would like the scent a bit more stronger."", ""ratingValue"": 3}, {""datePublished"": ""2025-02-04T12:47:16.000+00:00"", ""reviewBody"": ""Pumpkin cinnamon swirl has a nice fall scent.   I would recommend."", ""ratingValue"": 4}]"
Shimmering Christmas Tree,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/shimmering-christmas-tree/ORCL_1742555W.html,"This is a Woody fragrance. Notes of dewy greens, warm spices, and fir balsam sparkle as you experience this cheery, colorful Christmas tree. Top notes: Sparkling Aldehydes, Bergamot, Dewy Greens. Middle notes: Fir Needle, Lavender, Eucalyptus. Base notes: Fir Balsam, Patchouli, Warm Spices. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.9,37,"[{""datePublished"": ""2025-03-09T15:17:56.000+00:00"", ""reviewBody"": ""This is a holiday favorite in my home. Making holidays a joy. Placed in several rooms to make my home wonderfully festive."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T02:00:16.000+00:00"", ""reviewBody"": ""All of us in the house love the smell! And the candle is long-lasting!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-27T20:45:24.000+00:00"", ""reviewBody"": ""Great scent. Burns well. Candle color good. Scent good to the bottom of the candle."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-25T10:15:18.000+00:00"", ""reviewBody"": ""A great outdoorsy scent that is very calming.  I love this one all year long."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-25T10:15:25.000+00:00"", ""reviewBody"": ""Loving this scent this year. Adding this to my go for winter."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-25T10:15:33.000+00:00"", ""reviewBody"": ""great fragrance from the shimmering Christmas tree candle"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-25T10:15:43.000+00:00"", ""reviewBody"": ""One of my most favorite scents! It\u2019s not too light or too strong, but permeates my home to make it feel warm and cozy. Highly recommend Yankee Candles. They are the best!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-18T14:45:18.000+00:00"", ""reviewBody"": ""My friend enjoys this candle, which reminds her of Maine."", ""ratingValue"": 5}]"
Mountain Lodge™,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/mountain-lodge/ORCL_1187957.html,"This is a Woody fragrance. A chilly weekend away in the mountains with the aromas of cedarwood and sage warmed by a stone hearth. A hint of effervescent citrus adds a touch of brightness, while base notes of patchouli and moss make it extra cozy. Top notes: Ozone, Effervescent Citrus. Middle notes: Green Herbal, Sage. Base notes: Cedarwood, Patchouli, Moss. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.3,1115,"[{""datePublished"": ""2025-03-09T23:45:18.000+00:00"", ""reviewBody"": ""Mountain Lodge is my favorite scent. Every time I buy candles, I always buy two of these. It's a very unique, wonderful, woodsy, homey fragrance that I like a lot."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-26T02:23:18.000+00:00"", ""reviewBody"": ""Perfect scent for my living room...filled the room with an enjoyable scent! Would but again!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-20T14:51:55.000+00:00"", ""reviewBody"": ""I bought several candles and bought two of these. What an unfortunate mistake. Zero throw. Was very excited for this one!"", ""ratingValue"": 1}, {""datePublished"": ""2025-02-15T15:47:48.000+00:00"", ""reviewBody"": ""Love the fragrance.  Will buy again.  Gave as Christmas gifts to friends."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-30T14:46:21.000+00:00"", ""reviewBody"": ""Nice and woodsy scented candle. Like an outdoor in the woods near a firepit."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-07T19:30:31.000+00:00"", ""reviewBody"": ""Very nice smell but wish it was a little stronger."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-07T11:15:11.000+00:00"", ""reviewBody"": ""I love the warm, and comfortable scent and burn it all year round."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-09T17:15:37.000+00:00"", ""reviewBody"": ""*Mountain Lodge seems to go out of stock often.  Orded a jar during a sale, never received the candle, was never given a reason why and I never heard back from the online customer service team after filling out the contact form.\nMountain Lodge is an absolute favorite Yankee Candle scent!  Warm, Sweet, Spicy Perfume.  Can't really tell what the scent notes are other than that but the smell is wonderful.  Perhaps the best Yankee Candle Fragrance."", ""ratingValue"": 5}]"
Life's A Breeze,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/lifes-a-breeze/ORCL_1577123.html,"This is a Fresh & Clean fragrance. Exhilarating and fresh, like a sea breeze on a cloudless day. Top notes: Bergamot, Sea Air Accord. Middle notes: Lavender, Oakmoss. Base notes: Patchouli. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,519,"[{""datePublished"": ""2025-03-09T15:33:15.000+00:00"", ""reviewBody"": ""This is a lovely, fresh,clean and oceanic scent with good throw."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-05T20:30:18.000+00:00"", ""reviewBody"": ""I love my large candles , smells wonderful.  Beautiful"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T18:45:36.000+00:00"", ""reviewBody"": ""I bought this as a blind buy and I love it. It smells a little soapy, a little like cologne, but fresh and breezy."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T14:17:59.000+00:00"", ""reviewBody"": ""When I light this candle, I'm transported on the water sailing with no care in the world!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-20T03:45:29.000+00:00"", ""reviewBody"": ""Love it. Great product definitely recommend it to others"", ""ratingValue"": 4}, {""datePublished"": ""2025-02-18T19:15:27.000+00:00"", ""reviewBody"": ""Was a new scent that I bought. I have not used it yet, but it smells good."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-11T02:00:14.000+00:00"", ""reviewBody"": ""Refreshing smell and perfect for a bathroom or outside patio"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-08T19:45:24.000+00:00"", ""reviewBody"": ""Beautiful color great smell smells freshener Very nice"", ""ratingValue"": 5}]"
New England Maple,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/new-england-maple/ORCL_1584985.html,"This is a Sweet & Spicy fragrance. The sweet goodness of maple — rich and syrupy with a touch of spice — New England’s prized confection. Top notes: Cinnamon, Ginger, Orange Zest. Middle notes: Maple Syrup, Praline, Brown Sugar. Base notes: Maplewood, Crystallized Sugar, Vanilla Bean. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.5,772,"[{""datePublished"": ""2025-03-10T04:45:21.000+00:00"", ""reviewBody"": ""One of my favorites for sure! It smells like a scrumptious breakfast was just made. I love the candles that really smell like food or baked goods were made!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T23:00:15.000+00:00"", ""reviewBody"": ""This is the first scent you need for all your fall scent needs. I will burn this candle all year long! I can pair this candle with so many other scents. Its delicious with Salted Caramel! Definitely want to try with Chocolate Layer Cake. If you love maple syrup or just the smell, this candle is perfect."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-01T19:30:18.000+00:00"", ""reviewBody"": ""Deep maple scent with a strong throw. Candle will last a very long time."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T04:00:19.000+00:00"", ""reviewBody"": ""I keep this candle on the counter unlit most of the time and it still manages to make the room smell gently of pancakes!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-01T18:55:33.000+00:00"", ""reviewBody"": ""The scent is really good, but it is very strong.  I wanted a scent to go in our downstairs family room where we play games and watch sports.  It is a great maple scent but it shouldn\u2019t burn any longer than a couple hours."", ""ratingValue"": 4}, {""datePublished"": ""2025-02-20T00:30:23.000+00:00"", ""reviewBody"": ""The New England Maple scent is perfect for this time of year, being maple syrup production time. The scent is amazingly \""real\"". The house is warm and cozy. Love this particular scent."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-20T10:22:52.000+00:00"", ""reviewBody"": ""Mapelicious!!!! Its like a got up early, tapped all my trees, and then boiled the sap in my very own kitchen!!!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-02T14:45:13.000+00:00"", ""reviewBody"": ""New England Maple is a delicious scent that smells a bit different when burning- even better!  Its one of my favorites."", ""ratingValue"": 5}]"
Strawberry Lemon Ice,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/strawberry-lemon-ice/ORCL_1351664.html,"This is a Fruity fragrance. Refresh your home with the cool scent of just-picked strawberries and strips of lemon peel crisped in ice. -Fragrance Notes: -Top: Lemon Juice -Mid: Ripe Strawberries -Base: Simple Sugar -Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,861,"[{""datePublished"": ""2025-03-11T17:08:35.000+00:00"", ""reviewBody"": null, ""ratingValue"": 1}, {""datePublished"": ""2025-03-04T11:31:06.000+00:00"", ""reviewBody"": ""Smells so good I wanna eat it I will definitely purchase again"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T20:15:19.000+00:00"", ""reviewBody"": ""Great smell for spring and summer while burning or lid off"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-07T17:45:26.000+00:00"", ""reviewBody"": ""This scent is definitely a close second to White Strawberry Bellini. If I had to choose a different candle to replace the White Strawberry Bellini, this would be it. It also smells refreshing and clean. Another great spring cleaning scent."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-20T04:15:11.000+00:00"", ""reviewBody"": ""I love this smell it\u2019s light and fruity not to overwhelming I love the jar that it comes in and it\u2019s huge it last forever  I do recommend this even yankee candle it self love all there smells and also is great for gifting."", ""ratingValue"": 5}, {""datePublished"": ""2024-12-21T14:45:27.000+00:00"", ""reviewBody"": ""Strawberry Lemon Ice is one of my favorite fragrances, especially in the Spring and Summer months."", ""ratingValue"": 5}, {""datePublished"": ""2024-11-13T18:45:13.000+00:00"", ""reviewBody"": ""Wonderful fresh scent. It is my daughter's favorite."", ""ratingValue"": 5}, {""datePublished"": ""2024-11-09T17:30:32.000+00:00"", ""reviewBody"": ""This is my personal second favorite scent of all times. It\u2019s the perfect sweet smelling sugary goodness."", ""ratingValue"": 5}]"
